Código;Município;Tipo;Produto;Ano;Valor/Quantidade
2708105;Santana do Mundaú;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708204;São Brás;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708303;São José da Laje;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708402;São José da Tapera;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708501;São Luís do Quitunde;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708600;São Miguel dos Campos;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708709;São Miguel dos Milagres;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708808;São Sebastião;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708907;Satuba;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2708956;Senador Rui Palmeira;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2709004;Tanque d'Arca;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2709103;Taquarana;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2709152;Teotônio Vilela;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2709202;Traipu;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2709301;União dos Palmares;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2709400;Viçosa;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2018;0
2700102;Água Branca;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700201;Anadia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700300;Arapiraca;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700409;Atalaia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700508;Barra de Santo Antônio;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700607;Barra de São Miguel;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700706;Batalha;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700805;Belém;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700904;Belo Monte;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701001;Boca da Mata;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701100;Branquinha;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701209;Cacimbinhas;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701308;Cajueiro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701357;Campestre;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701407;Campo Alegre;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701506;Campo Grande;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701605;Canapi;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701704;Capela;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701803;Carneiros;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2701902;Chã Preta;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702009;Coité do Nóia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702108;Colônia Leopoldina;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702207;Coqueiro Seco;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702306;Coruripe;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;13200
2702355;Craíbas;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702405;Delmiro Gouveia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702504;Dois Riachos;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702553;Estrela de Alagoas;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702603;Feira Grande;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702702;Feliz Deserto;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702801;Flexeiras;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2702900;Girau do Ponciano;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703007;Ibateguara;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703106;Igaci;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703205;Igreja Nova;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703304;Inhapi;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703403;Jacaré dos Homens;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703502;Jacuípe;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703601;Japaratinga;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703700;Jaramataia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703759;Jequiá da Praia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703809;Joaquim Gomes;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2703908;Jundiá;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704005;Junqueiro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704104;Lagoa da Canoa;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704203;Limoeiro de Anadia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704302;Maceió;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704401;Major Isidoro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704500;Maragogi;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704609;Maravilha;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704708;Marechal Deodoro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704807;Maribondo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2704906;Mar Vermelho;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705002;Mata Grande;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705101;Matriz de Camaragibe;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705200;Messias;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705309;Minador do Negrão;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705408;Monteirópolis;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705507;Murici;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705606;Novo Lino;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705705;Olho d'Água das Flores;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705804;Olho d'Água do Casado;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2705903;Olho d'Água Grande;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706000;Olivença;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706109;Ouro Branco;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706208;Palestina;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706307;Palmeira dos Índios;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706406;Pão de Açúcar;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706422;Pariconha;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706448;Paripueira;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706505;Passo de Camaragibe;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706604;Paulo Jacinto;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706703;Penedo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706802;Piaçabuçu;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2706901;Pilar;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707008;Pindoba;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707107;Piranhas;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707206;Poço das Trincheiras;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707305;Porto Calvo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707404;Porto de Pedras;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707503;Porto Real do Colégio;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707602;Quebrangulo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707701;Rio Largo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707800;Roteiro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2707909;Santa Luzia do Norte;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708006;Santana do Ipanema;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708105;Santana do Mundaú;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708204;São Brás;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708303;São José da Laje;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708402;São José da Tapera;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708501;São Luís do Quitunde;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708600;São Miguel dos Campos;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708709;São Miguel dos Milagres;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708808;São Sebastião;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708907;Satuba;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2708956;Senador Rui Palmeira;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2709004;Tanque d'Arca;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2709103;Taquarana;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2709152;Teotônio Vilela;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2709202;Traipu;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2709301;União dos Palmares;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2709400;Viçosa;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2019;0
2700102;Água Branca;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700201;Anadia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700300;Arapiraca;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700409;Atalaia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700508;Barra de Santo Antônio;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700607;Barra de São Miguel;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700706;Batalha;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700805;Belém;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700904;Belo Monte;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701001;Boca da Mata;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701100;Branquinha;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701209;Cacimbinhas;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701308;Cajueiro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701357;Campestre;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701407;Campo Alegre;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701506;Campo Grande;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701605;Canapi;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701704;Capela;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701803;Carneiros;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2701902;Chã Preta;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702009;Coité do Nóia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702108;Colônia Leopoldina;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702207;Coqueiro Seco;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702306;Coruripe;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;13200
2702355;Craíbas;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702405;Delmiro Gouveia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702504;Dois Riachos;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702553;Estrela de Alagoas;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702603;Feira Grande;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702702;Feliz Deserto;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702801;Flexeiras;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2702900;Girau do Ponciano;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703007;Ibateguara;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703106;Igaci;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703205;Igreja Nova;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703304;Inhapi;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703403;Jacaré dos Homens;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703502;Jacuípe;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703601;Japaratinga;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703700;Jaramataia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703759;Jequiá da Praia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703809;Joaquim Gomes;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2703908;Jundiá;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704005;Junqueiro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704104;Lagoa da Canoa;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704203;Limoeiro de Anadia;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704302;Maceió;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704401;Major Isidoro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704500;Maragogi;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704609;Maravilha;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704708;Marechal Deodoro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704807;Maribondo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2704906;Mar Vermelho;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705002;Mata Grande;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705101;Matriz de Camaragibe;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705200;Messias;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705309;Minador do Negrão;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705408;Monteirópolis;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705507;Murici;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705606;Novo Lino;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705705;Olho d'Água das Flores;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705804;Olho d'Água do Casado;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2705903;Olho d'Água Grande;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706000;Olivença;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706109;Ouro Branco;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706208;Palestina;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706307;Palmeira dos Índios;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706406;Pão de Açúcar;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706422;Pariconha;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706448;Paripueira;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706505;Passo de Camaragibe;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706604;Paulo Jacinto;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706703;Penedo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706802;Piaçabuçu;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2706901;Pilar;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707008;Pindoba;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707107;Piranhas;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707206;Poço das Trincheiras;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707305;Porto Calvo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707404;Porto de Pedras;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707503;Porto Real do Colégio;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707602;Quebrangulo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707701;Rio Largo;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707800;Roteiro;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2707909;Santa Luzia do Norte;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708006;Santana do Ipanema;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708105;Santana do Mundaú;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708204;São Brás;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708303;São José da Laje;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708402;São José da Tapera;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708501;São Luís do Quitunde;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708600;São Miguel dos Campos;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708709;São Miguel dos Milagres;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708808;São Sebastião;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708907;Satuba;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2708956;Senador Rui Palmeira;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2709004;Tanque d'Arca;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2709103;Taquarana;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2709152;Teotônio Vilela;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2709202;Traipu;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2709301;União dos Palmares;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2709400;Viçosa;Quantidade produzida;Pintado, cachara, cachapira e pintachara, surubim;2020;0
2700102;Água Branca;Quantidade produzida;Pirarucu;2013;0
2700201;Anadia;Quantidade produzida;Pirarucu;2013;0
2700300;Arapiraca;Quantidade produzida;Pirarucu;2013;0
2700409;Atalaia;Quantidade produzida;Pirarucu;2013;0
2700508;Barra de Santo Antônio;Quantidade produzida;Pirarucu;2013;0
2700607;Barra de São Miguel;Quantidade produzida;Pirarucu;2013;0
2700706;Batalha;Quantidade produzida;Pirarucu;2013;0
2700805;Belém;Quantidade produzida;Pirarucu;2013;0
2700904;Belo Monte;Quantidade produzida;Pirarucu;2013;0
2701001;Boca da Mata;Quantidade produzida;Pirarucu;2013;0
2701100;Branquinha;Quantidade produzida;Pirarucu;2013;0
2701209;Cacimbinhas;Quantidade produzida;Pirarucu;2013;0
2701308;Cajueiro;Quantidade produzida;Pirarucu;2013;0
2701357;Campestre;Quantidade produzida;Pirarucu;2013;0
2701407;Campo Alegre;Quantidade produzida;Pirarucu;2013;0
2701506;Campo Grande;Quantidade produzida;Pirarucu;2013;0
2701605;Canapi;Quantidade produzida;Pirarucu;2013;0
2701704;Capela;Quantidade produzida;Pirarucu;2013;0
2701803;Carneiros;Quantidade produzida;Pirarucu;2013;0
2701902;Chã Preta;Quantidade produzida;Pirarucu;2013;0
2702009;Coité do Nóia;Quantidade produzida;Pirarucu;2013;0
2702108;Colônia Leopoldina;Quantidade produzida;Pirarucu;2013;0
2702207;Coqueiro Seco;Quantidade produzida;Pirarucu;2013;0
2702306;Coruripe;Quantidade produzida;Pirarucu;2013;0
2702355;Craíbas;Quantidade produzida;Pirarucu;2013;0
2702405;Delmiro Gouveia;Quantidade produzida;Pirarucu;2013;0
2702504;Dois Riachos;Quantidade produzida;Pirarucu;2013;0
2702553;Estrela de Alagoas;Quantidade produzida;Pirarucu;2013;0
2702603;Feira Grande;Quantidade produzida;Pirarucu;2013;0
2702702;Feliz Deserto;Quantidade produzida;Pirarucu;2013;0
2702801;Flexeiras;Quantidade produzida;Pirarucu;2013;0
2702900;Girau do Ponciano;Quantidade produzida;Pirarucu;2013;0
2703007;Ibateguara;Quantidade produzida;Pirarucu;2013;0
2703106;Igaci;Quantidade produzida;Pirarucu;2013;0
2703205;Igreja Nova;Quantidade produzida;Pirarucu;2013;0
2703304;Inhapi;Quantidade produzida;Pirarucu;2013;0
2703403;Jacaré dos Homens;Quantidade produzida;Pirarucu;2013;0
2703502;Jacuípe;Quantidade produzida;Pirarucu;2013;0
2703601;Japaratinga;Quantidade produzida;Pirarucu;2013;0
2703700;Jaramataia;Quantidade produzida;Pirarucu;2013;0
2703759;Jequiá da Praia;Quantidade produzida;Pirarucu;2013;0
2703809;Joaquim Gomes;Quantidade produzida;Pirarucu;2013;0
2703908;Jundiá;Quantidade produzida;Pirarucu;2013;0
2704005;Junqueiro;Quantidade produzida;Pirarucu;2013;0
2704104;Lagoa da Canoa;Quantidade produzida;Pirarucu;2013;0
2704203;Limoeiro de Anadia;Quantidade produzida;Pirarucu;2013;0
2704302;Maceió;Quantidade produzida;Pirarucu;2013;0
2704401;Major Isidoro;Quantidade produzida;Pirarucu;2013;0
2704500;Maragogi;Quantidade produzida;Pirarucu;2013;0
2704609;Maravilha;Quantidade produzida;Pirarucu;2013;0
2704708;Marechal Deodoro;Quantidade produzida;Pirarucu;2013;0
2704807;Maribondo;Quantidade produzida;Pirarucu;2013;0
2704906;Mar Vermelho;Quantidade produzida;Pirarucu;2013;0
2705002;Mata Grande;Quantidade produzida;Pirarucu;2013;0
2705101;Matriz de Camaragibe;Quantidade produzida;Pirarucu;2013;0
2705200;Messias;Quantidade produzida;Pirarucu;2013;0
2705309;Minador do Negrão;Quantidade produzida;Pirarucu;2013;0
2705408;Monteirópolis;Quantidade produzida;Pirarucu;2013;0
2705507;Murici;Quantidade produzida;Pirarucu;2013;0
2705606;Novo Lino;Quantidade produzida;Pirarucu;2013;0
2705705;Olho d'Água das Flores;Quantidade produzida;Pirarucu;2013;0
2705804;Olho d'Água do Casado;Quantidade produzida;Pirarucu;2013;0
2705903;Olho d'Água Grande;Quantidade produzida;Pirarucu;2013;0
2706000;Olivença;Quantidade produzida;Pirarucu;2013;0
2706109;Ouro Branco;Quantidade produzida;Pirarucu;2013;0
2706208;Palestina;Quantidade produzida;Pirarucu;2013;0
2706307;Palmeira dos Índios;Quantidade produzida;Pirarucu;2013;0
2706406;Pão de Açúcar;Quantidade produzida;Pirarucu;2013;0
2706422;Pariconha;Quantidade produzida;Pirarucu;2013;0
2706448;Paripueira;Quantidade produzida;Pirarucu;2013;0
2706505;Passo de Camaragibe;Quantidade produzida;Pirarucu;2013;0
2706604;Paulo Jacinto;Quantidade produzida;Pirarucu;2013;0
2706703;Penedo;Quantidade produzida;Pirarucu;2013;0
2706802;Piaçabuçu;Quantidade produzida;Pirarucu;2013;0
2706901;Pilar;Quantidade produzida;Pirarucu;2013;0
2707008;Pindoba;Quantidade produzida;Pirarucu;2013;0
2707107;Piranhas;Quantidade produzida;Pirarucu;2013;0
2707206;Poço das Trincheiras;Quantidade produzida;Pirarucu;2013;0
2707305;Porto Calvo;Quantidade produzida;Pirarucu;2013;0
2707404;Porto de Pedras;Quantidade produzida;Pirarucu;2013;0
2707503;Porto Real do Colégio;Quantidade produzida;Pirarucu;2013;0
2707602;Quebrangulo;Quantidade produzida;Pirarucu;2013;0
2707701;Rio Largo;Quantidade produzida;Pirarucu;2013;0
2707800;Roteiro;Quantidade produzida;Pirarucu;2013;0
2707909;Santa Luzia do Norte;Quantidade produzida;Pirarucu;2013;0
2708006;Santana do Ipanema;Quantidade produzida;Pirarucu;2013;0
2708105;Santana do Mundaú;Quantidade produzida;Pirarucu;2013;0
2708204;São Brás;Quantidade produzida;Pirarucu;2013;0
2708303;São José da Laje;Quantidade produzida;Pirarucu;2013;0
2708402;São José da Tapera;Quantidade produzida;Pirarucu;2013;0
2708501;São Luís do Quitunde;Quantidade produzida;Pirarucu;2013;0
2708600;São Miguel dos Campos;Quantidade produzida;Pirarucu;2013;0
2708709;São Miguel dos Milagres;Quantidade produzida;Pirarucu;2013;0
2708808;São Sebastião;Quantidade produzida;Pirarucu;2013;0
2708907;Satuba;Quantidade produzida;Pirarucu;2013;0
2708956;Senador Rui Palmeira;Quantidade produzida;Pirarucu;2013;0
2709004;Tanque d'Arca;Quantidade produzida;Pirarucu;2013;0
